All event log messages.
Date:	2014-08-19 10:18:08
System Name:	2600-501273
Controller Name:	
Controller Id	2600-501273

RobotWare:	5.15.5001
Key:	ec2222Bz6xD9A22I22Y422h22Go23z
Options:	
	RW Control module key
	RobotWare OS and English
	644-3 Spanish
		645-2 German
		709-x DeviceNet
			709-2/709-5 Master/Slave Dual
			608-1 World Zones
			611-1 Path Recovery
			613-1 Collision Detection
			812-1 Production Manager
			633-1 Arc
				650-x Power source type
					External option loaded Welder
					652-1 BullsEye
					653-x Torch Service
						653-2 Binzel - TC97

DriveModule1
Key:	Mxth-XqT01hhjhRhK
Options:	
	RW Drive module 1 key
	ABB standard manipulator
		IRB 2600
			2600ID-8/2.00
				No motor fan
				Drive System 09 2600/4400/6400R
					No additional drive

AW-MILLER-AA-007
	Key:	07PPWQPPPPO-.PFlVhgF5E-1b
Options:	

Common log messages
SeqNo     	Type	Category            	Code    	Title                                   	Date                	Description	Arguments
45201     	W   	Motion              	50438   	Motor off sequence has timed out        	2014-08-18 10:58:44 	The mechanical unit ROB_1 has not been able to finish the motor off sequence during configured time.	{args: "ROB_1"}
45202     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 10:58:44 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45203     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 10:58:45 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45204     	I   	Operational         	10024   	Collision triggered                     	2014-08-18 10:58:45 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
45205     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 10:58:45 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45206     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 10:58:47 	The system is in the Motors ON state.	{args: }
45207     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 10:58:47 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45208     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 10:58:47 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45210     	E   	Motion              	50037   	MOTORS ON order ignored                 	2014-08-18 10:58:50 	MOTORS ON order ignored since the previous stop was not yet acknowledged.	{args: "2"}
45211     	I   	Operational         	10026   	Collision retraction                    	2014-08-18 10:58:50 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
45212     	I   	Operational         	10016   	Automatic mode requested                	2014-08-18 11:01:23 	The system has been ordered to go to the Automatic mode.	{args: }
45213     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 11:01:23 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45214     	I   	Operational         	10017   	Automatic mode confirmed                	2014-08-18 11:01:32 	The system is in the Automatic mode.	{args: }
45215     	E   	System              	20072   	Not allowed command                     	2014-08-18 11:01:40 	The command is not allowed in Motors OFF state.	{args: "142"}
45216     	I   	Operational         	10025   	Collision confirmed                     	2014-08-18 11:01:59 	The collision detection has been confirmed. 	{args: }
45217     	W   	Operational         	10068   	Start Program                           	2014-08-18 11:02:03 	Unable to start program for task T_ROB1.	{args: "T_ROB1"}
45218     	E   	System              	20072   	Not allowed command                     	2014-08-18 11:02:24 	The command is not allowed in Motors OFF state.	{args: "142"}
45219     	E   	System              	20072   	Not allowed command                     	2014-08-18 11:02:29 	The command is not allowed in Motors OFF state.	{args: "142"}
45220     	E   	System              	20216   	Enabling device active in Auto mode     	2014-08-18 11:02:40 	The system has detected that the Enabling device has been pressed for more than 3 seconds in Automatic operating mode.	{args: }
45221     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 11:02:40 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45222     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 11:02:41 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45223     	I   	Operational         	10015   	Manual mode selected                    	2014-08-18 11:02:45 	The system is in the Manual mode.	{args: }
45224     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 11:02:45 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45225     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 11:02:48 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45226     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 11:02:50 	The system is in the Motors ON state.	{args: }
45227     	E   	Motion              	50204   	Motion supervision                      	2014-08-18 11:02:50 	Motion supervision triggered for axis 4 on mechanical unit ROB_1.	{args: "4", "ROB_1"}
45228     	I   	Operational         	10024   	Collision triggered                     	2014-08-18 11:02:51 	Some mechanical part of the manipulator has collided with a piece of fixed equipment in the cell.	{args: }
45229     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 11:02:51 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45230     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 11:02:54 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45233     	E   	Motion              	50037   	MOTORS ON order ignored                 	2014-08-18 11:02:55 	MOTORS ON order ignored since the previous stop was not yet acknowledged.	{args: "1"}
45234     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 11:02:55 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45235     	I   	Operational         	10026   	Collision retraction                    	2014-08-18 11:02:55 	The manipulator has attempted to back away from the obstacle, into which it collided, and succeeded.	{args: }
45236     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 11:02:56 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45237     	I   	Operational         	10012   	Safety guard stop state                 	2014-08-18 11:02:58 	The system is in the Guard stop state. It enters this state either after switching from Automatic mode to Manual, or after the Motors ON circuit has been opened by an Emergency Stop, General Stop, Automatic Stop or Superior Stop. 	{args: }
45238     	I   	Operational         	10025   	Collision confirmed                     	2014-08-18 11:03:06 	The collision detection has been confirmed. 	{args: }
45239     	I   	Operational         	10010   	Motors OFF state                        	2014-08-18 11:03:09 	The system is in the Motors OFF state. It enters this state either after switching from Manual mode to Automatic, or after the Motors ON circuit has been opened during program execution.	{args: }
45240     	I   	Operational         	10011   	Motors ON state                         	2014-08-18 11:03:10 	The system is in the Motors ON state.	{args: }
